"","words","term.freq","doc.freq"
"67059","iqxma",1,1
"67060","h.piesi",1,1
"67061","ujhm",1,1
"67062","go.nl",3,3
"67063","pancake",1,1
"67064","miiseto",1,1
"67065","breakers",2,2
"67066","ihimlcv",1,1
"67067","mimoth",1,1
"67068","matiimonial",1,1
"67069","itb",1,1
"67070","afar",2,2
"67071","okk",2,2
"67072","tnxnbrlot.ns",1,1
"67073","iztv",1,1
"67074","stiss.'sstts",1,1
"67075","saxsz",1,1
"67076","cliimv",1,1
"67077","i's",4,4
"67078","afat",1,1
"67079","h-r",2,2
"67080","incom",1,1
"67081","essayists",1,1
"67082","it,and",2,2
"67083","doston",1,1
"67084","transviipt",1,1
"67085","one-legged",2,1
"67086","liitcd",1,1
"67087","submissive",3,2
"67088","ch.i",1,1
"67089","pon'sgullen",1,1
"67090","vlillilrfn",1,1
"67091","iiihtan-tnneeueljr",1,1
"67092","kterkhvop",1,1
"67093","vikwn",1,1
"67094","uivhinir",1,1
"67095","eaee",1,1
"67096","s.'!î",1,1
"67097","aml.do",1,1
"67098","iwiacefrom",1,1
"67099","tioti",1,1
"67100","av,ack",1,1
"67101","llvro",1,1
"67102","metlmig",1,1
"67103","licro",2,2
"67104","defuses",1,1
"67105","knvas",1,1
"67106","al,%'vtiicr",1,1
"67107","stupidly",3,3
"67108","inflated",1,1
"67109","iiies",1,1
"67110","ttoniont",1,1
"67111","joeli",1,1
"67112","pilings",1,1
"67113","oliscrves",1,1
"67114","dlace",1,1
"67115","advising",3,3
"67116","ear-rings",1,1
"67117","analizo",1,1
"67118","ffor",1,1
"67119","iîh",1,1
"67120","s»s",2,2
"67121","csrstiac-xr",1,1
"67122","xizbipssheehsh",1,1
"67123","hsrt?s",1,1
"67124","tv-ïvi",1,1
"67125","uak*ï.g",1,1
"67126","luoan",1,1
"67127","saitl",1,1
"67128","prudently",1,1
"67129","sikt",1,1
"67130","pvdnino",1,1
"67131","mtemtuig",1,1
"67132","clcr",1,1
"67133","alce",1,1
"67134","vegot",1,1
"67135","thecltamnion",1,1
"67136","mdecd",1,1
"67137","rapture",5,4
"67138","staid",4,4
"67139","salutation",2,2
"67140","repris.f",1,1
"67141","ïrsszl",1,1
"67142","yspeets-b",1,1
"67143","wéësmmmmm",1,1
"67144","râce.vè",1,1
"67145","agalnj",1,1
"67146","lun.v",1,1
"67147","kisses",8,6
"67148","nltke",1,1
"67149","f.od",1,1
"67150","givetli",1,1
"67151","imlustiy",1,1
"67152","advi",2,2
"67153","uluggaitls",1,1
"67154","finch",6,2
"67155","nlu",1,1
"67156","jrand",2,2
"67157","guileless",2,2
"67158","fr\oml",1,1
"67159","toilsome",1,1
"67160","foiost",1,1
"67161","sketched",2,2
"67162","days-sundays",1,1
"67163","t.ei",1,1
"67164","woolens",1,1
"67165","n.ot",3,3
"67166","the.y",1,1
"67167","u,y",2,2
"67168","abdomen",3,3
"67169","compilions",1,1
"67170","offend",2,2
"67171","qua-wifely",1,1
"67172","prf",1,1
"67173","puant",1,1
"67174","uisîïïu",1,1
"67175","do/ou",1,1
"67176","m/x",1,1
"67177","h,e",3,3
"67178","us-when",1,1
"67179","seendaiiglmg",1,1
"67180","htx",1,1
"67181","piring",1,1
"67182","council-man",1,1
"67183","affection-in",1,1
"67184","sesithat",1,1
"67185","emto",1,1
"67186","button-holes",2,2
"67187","supih.rter",1,1
"67188","ce.lain",1,1
"67189","thmk",1,1
"67190","why,he",1,1
"67191","untutored",1,1
"67192","them-and",1,1
"67193","ilanded",1,1
"67194","bdb",1,1
"67195","teething",13,9
"67196","clrldren",1,1
"67197","wa*n",1,1
"67198","gvla",1,1
"67199","divur",1,1
"67200","questions,never",1,1
"67201","bltc",1,1
"67202","suwauce",1,1
"67203","by.th",1,1
"67204","efrort",1,1
"67205","awyer",1,1
"67206","itmo",1,1
"67207","dismarck",1,1
"67208","considemble",1,1
"67209","d,jî",1,1
"67210","liogan",1,1
"67211","liappiness",1,1
"67212","llto",2,2
"67213","minaturo",1,1
"67214","world-renown",1,1
"67215","bbusl",1,1
"67216","carcl",1,1
"67217","hnailvdiscovered",1,1
"67218","osculation",1,1
"67219","althongh",1,1
"67220","liottle",2,2
"67221","dye",14,12
"67222","died.-(bos",1,1
"67223","he»uty",1,1
"67224","pious-looking",1,1
"67225","rfu",1,1
"67226","old..nian",1,1
"67227","ilobc",1,1
"67228","brc,ld",1,1
"67229","dci»(irdy",1,1
"67230","gcntjeman",1,1
"67231","vient",1,1
"67232","pi?.y",1,1
"67233","n.la",1,1
"67234","l»apa",1,1
"67235","oll""katv",1,1
"67236","rusty",5,4
"67237","crap",1,1
"67238","encased",1,1
"67239","fonn",3,3
"67240","trfip.sungon",1,1
"67241","cate",10,9
"67242","encircled",1,1
"67243","i,earls",1,1
"67244","bls",1,1
"67245","il\c",1,1
"67246","replied,turning",1,1
"67247","r.nge",1,1
"67248","illume",1,1
"67249","sîsssïssî",1,1
"67250","s»f",1,1
"67251","f,rcmlun",1,1
"67252","iviu",1,1
"67253","inatitution",1,1
"67254","resemblm",1,1
"67255","m'eli",1,1
"67256","go*through",1,1
"67257","tirug",1,1
"67258","timokk.o",1,1
"67259","pianpr",2,2
"67260","mihib",1,1
"67261","acijuaiiit.m",1,1
"67262","liappcncd",1,1
"67263","tliial",1,1
"67264","parc",1,1
"67265","x»la-toe",1,1
"67266","hreo",1,1
"67267","opi)cr",1,1
"67268","vxettemen",1,1
"67269","urins",1,1
"67270","i.lf",1,1
"67271","svfitl",1,1
"67272","spermacetis",1,1
"67273","myrrh",1,1
"67274","blood-root",1,1
"67275","catarrh",70,24
"67276","qual",2,2
"67277","cages",3,3
"67278","table-of",1,1
"67279","aujierior",1,1
"67280","hand-lkvkr",1,1
"67281","cumheroue",1,1
"67282","fimial",1,1
"67283","prepan",1,1
"67284","tliwriptimi",1,1
"67285","fitc",1,1
"67286","opay",1,1
"67287","sstetes",1,1
"67288","bardy",1,1
"67289","disapprove",1,1
"67290","chamberlain's",1,1
"67291","enrope",1,1
"67292","usurers",1,1
"67293","oiit",3,3
"67294","tcaspoonfuia",1,1
"67295","mv-tiim-hvilimif",1,1
"67296","pliihulelpliittaudthegriat",1,1
"67297","giint",1,1
"67298","gmndm",1,1
"67299","ithvr",1,1
"67300","tlimi",1,1
"67301","iiiodim",1,1
"67302","liail",2,2
"67303","fiaint",1,1
"67304","armying",1,1
"67305","friglit",1,1
"67306","r.vkiiv",1,1
"67307","hnmav",1,1
"67308","itiill",1,1
"67309","ruui",1,1
"67310","i'roprirtor",1,1
"67311","knmstki",1,1
"67312","vkalu",1,1
"67313","temis",1,1
"67314","itimot",1,1
"67315","g*»-tlvmau",1,1
"67316","nerved",2,2
"67317","peikoii",1,1
"67318","en-r&a",1,1
"67319","listed",1,1
"67320","fcheroon",1,1
"67321","barrackh",1,1
"67322","acceptai",1,1
"67323","flulhtr",1,1
"67324","jmùl",1,1
"67325","bitvson",1,1
"67326","corntvof",1,1
"67327","pont!at",1,1
"67328","uumm",1,1
"67329","isix",1,1
"67330","tkkms",1,1
"67331","be«t",2,2
"67332","ropriklucud",1,1
"67333","hnniiti",1,1
"67334","rinoing",1,1
"67335","thzt",1,1
"67336","lzm&e",1,1
"67337","enught",1,1
"67338","hisd»u*,,lt",1,1
"67339","bri«ht",1,1
"67340","mn.foht",1,1
"67341","mr,to",1,1
"67342","hoj*v",1,1
"67343","llthai",1,1
"67344","tiioilv",1,1
"67345","oun",3,2
"67346","alwnit",1,1
"67347","tms",3,3
"67348","desford",4,1
"67349","angina",1,1
"67350","tw\rt",1,1
"67351","eht",2,2
"67352","jourdan",1,1
"67353","winging",1,1
"67354","vimnn",1,1
"67355","parailise",1,1
"67356","cliauco",1,1
"67357","mnk",4,4
"67358","awed",1,1
"67359","alar",1,1
"67360","differs",2,2
"67361","nuirne",3,1
"67362","melodious",3,2
"67363","angola",1,1
"67364","vynl",1,1
"67365","nmrncconsented",1,1
"67366","saught",1,1
"67367","paintmg",1,1
"67368","abo",2,2
"67369","commonplace",3,3
"67370","nairn",7,1
"67371","coolest",1,1
"67372","ignora",1,1
"67373","yertiacd",1,1
"67374","slender",11,9
"67375","favoi",1,1
"67376","huffalo",1,1
"67377","ballads",2,2
"67378","chilled",3,3
"67379","siiw",1,1
"67380","decipher",2,2
"67381","lj.i",1,1
"67382","musket",1,1
"67383","fuilvn",1,1
"67384","hapa",1,1
"67385","uncertain",15,13
"67386","conqueror",3,2
"67387","firod",1,1
"67388","bolls",11,11
"67389","ploxcil",1,1
"67390","ldj",1,1
"67391","frie",1,1
"67392","recogniz",3,3
"67393","i'miles",1,1
"67394","black-robed",1,1
"67395","cept",6,5
"67396","bach",3,2
"67397","symphony",2,1
"67398","stair",171,14
"67399","intrepid",4,3
"67400","balhul",1,1
"67401","composer",6,5
"67402","abe",5,4
"67403","rmy",2,2
"67404","firesides",2,2
"67405","grandmothers",1,1
"67406","genera",3,3
"67407","j'mnianded",1,1
"67408","retreating",3,3
"67409","tored",2,2
"67410","phased",3,3
"67411","corrvm",1,1
"67412","sfii(lent",1,1
"67413","elmsthorpe",1,1
"67414","ganist",2,1
"67415","iuisfail",1,1
"67416","down-drooped",1,1
"67417","l.eauti",1,1
"67418","chanco",2,2
"67419","smash-they",1,1
"67420","nlayed",1,1
"67421","magnitude",6,5
"67422","mcmichael",1,1
"67423","cin-ing",1,1
"67424","i'himmt",1,1
"67425","popping",1,1
"67426","t\r",4,4
"67427","it,ii;i.f\ir",1,1
"67428","iniwledoubly",1,1
"67429","gmndest",1,1
"67430","i»eople",1,1
"67431","a.surgeat",1,1
"67432","thecontincn",1,1
"67433","skirmish",1,1
"67434","amumii.'iir",1,1
"67435","d-lighted",1,1
"67436","ternary",1,1
"67437","alsuit",2,2
"67438","om.t",1,1
"67439","mr.'.'t",1,1
"67440","mrvsun",1,1
"67441","waul",5,5
"67442","mcmiclmel",4,1
"67443","bim",4,4
"67444","a,d",1,1
"67445","siikimikhp",1,1
"67446","iiiadi'atk",1,1
"67447","llect",1,1
"67448","t'oll.gr",1,1
"67449","t.'iohio",1,1
"67450","mvotl",1,1
"67451","houso",3,3
"67452","smiiin",1,1
"67453","i/ïl",1,1
"67454","i.mv",1,1
"67455","nrtîtn",1,1
"67456","jnu",2,2
"67457","l*ttlo",1,1
"67458","othpr",1,1
"67459","alj",5,5
"67460","hiul",3,2
"67461","k*rl",1,1
"67462","ehalj",1,1
"67463","ca.sc",1,1
"67464","rihe",1,1
"67465","isi.i'iis",1,1
"67466","ivmiiroke",1,1
"67467","lfin",1,1
"67468","lovliness",2,2
"67469","hoarded",2,2
"67470","hoards",1,1
"67471","trea",5,5
"67472","elop",1,1
"67473","fnum.ut",1,1
"67474","wm'vr",1,1
"67475","whfrt",1,1
"67476","royally",2,2
"67477","p{w",1,1
"67478","baiuiihtk",1,1
"67479","lonlincss",1,1
"67480","sjh»t",1,1
"67481","tîtmnd",1,1
"67482","soonwent",1,1
"67483","itwliness",1,1
"67484","hael",1,1
"67485","onder",1,1
"67486","nriiir",1,1
"67487","vourt",1,1
"67488","vyimit",1,1
"67489","hho",2,2
"67490","andre",1,1
"67491","fenced",15,10
"67492","dmtro",1,1
"67493","juito",1,1
"67494","niarrfago",1,1
"67495","s,ich",1,1
"67496","exaggeration",4,4
"67497","tluu",2,2
"67498","truo",2,2
"67499","adorable",2,2
"67500","l*ro",2,2
"67501","files",2,2
"67502","phtcu",1,1
"67503","prisoner's",1,1
"67504","yfars",1,1
"67505","wrastiling",1,1
"67506","ertudes",1,1
"67507","empedrado,\vasstruck",1,1
"67508","all-fashioned",1,1
"67509","oure",1,1
"67510","xvus",1,1
"67511","i.ink",1,1
"67512","r""iirivw",1,1
"67513","abounded",1,1
"67514","highbred",1,1
"67515","ankles",1,1
"67516","niiii",1,1
"67517","p-r",2,2
"67518","tmwiiiuj",1,1
"67519","poets",10,9
"67520","p.ho",1,1
"67521","longings",1,1
"67522","freeing",2,2
"67523","provost",5,3
"67524","marshal",9,6
"67525","of-thc-way",1,1
"67526","mumichaui",1,1
"67527","eftbrta",1,1
"67528","market-house",1,1
"67529","iaxies",1,1
"67530","jsilice",1,1
"67531","nt'l'.vti'itixu",1,1
"67532","kt.vnoxkits",1,1
"67533","hookm",1,1
"67534","yril",1,1
"67535","dnvhraak",1,1
"67536","ciotuvs",1,1
"67537","mh\vi",1,1
"67538","ail,l",1,1
"67539","u,lt",2,2
"67540","contralto",1,1
"67541","bmked",1,1
"67542","good-natured",2,2
"67543","nfsj",1,1
"67544","tuvl",2,2
"67545","elmsthorj",1,1
"67546","ritied",1,1
"67547","nler",1,1
"67548","cth",5,5
"67549","ttall",1,1
"67550","f«d",2,2
"67551","approvingly",1,1
"67552","yiifckl",1,1
"67553","liacl",1,1
"67554","brovost",1,1
"67555","olieying",1,1
"67556","sjwmdence",1,1
"67557","over-day",1,1
"67558","fcw",3,3
"67559","limes",3,3
"67560","juiced",1,1
"67561","calcula",2,2
"67562","twpcîl",1,1
"67563","rnrtlirrs",1,1
"67564","tressed",1,1
"67565","debated",1,1
"67566","facel",1,1
"67567","grief,pow",1,1
"67568","ljotlmis",1,1
"67569","pnm.men",1,1
"67570","dithcul",1,1
"67571","faimly",1,1
"67572","i-tt",1,1
"67573","dui",2,2
"67574","etci",1,1
"67575","grai",2,2
"67576","astronomer",1,1
"67577","aeon",5,5
"67578","weeping",8,8
"67579","îiic*c",1,1
"67580","sann*i.i.u",1,1
"67581","renmieii",1,1
"67582","nohleman",1,1
"67583","younf",1,1
"67584","re.it",1,1
"67585","incarceration",2,2
"67586","chafter",1,1
"67587","j*»ined",1,1
"67588","e\e",2,2
"67589","ivfvv",1,1
"67590","nmnnpwin",1,1
"67591","jeunesse",1,1
"67592","u-e",1,1
"67593","veais",1,1
"67594","mystical",1,1
"67595","everal",3,3
"67596","rk,""sl",1,1
"67597","ahfc",1,1
"67598","thb",9,9
"67599","ln.tnt",1,1
"67600","eelut-r",1,1
"67601","ladyships",1,1
"67602","protegees",1,1
"67603","cmne",1,1
"67604","u*ria\oimganc",1,1
"67605","exce",3,3
"67606","constraint",3,3
"67607","a,nijy",1,1
"67608","r'li",1,1
"67609","u,ll",1,1
"67610","nefvs",1,1
"67611","raiv",1,1
"67612","crimu",1,1
"67613","estnmgvu",1,1
"67614","aiivction",1,1
"67615","litcr",1,1
"67616","rvv",1,1
"67617","rt!h",1,1
"67618","i,ublif'that",1,1
"67619","douglass",5,3
"67620","baron",6,4
"67621","ilte",1,1
"67622","occmi",1,1
"67623","i*onis",1,1
"67624","untamed",1,1
"67625","siderahly",1,1
"67626","tvfn",1,1
"67627","sitsl",1,1
"67628","tîray",1,1
"67629","itydesdale",1,1
"67630","continuation",1,1
"67631","inl,,ve",1,1
"67632","vr-in",1,1
"67633","jxl",1,1
"67634","j*ply",1,1
"67635","âll",2,2
"67636","nujierb",1,1
"67637","r.nony",1,1
"67638","sunoundud",1,1
"67639","rydesdale",2,1
"67640","diico",1,1
"67641","brers",2,2
"67642","vvas",2,2
"67643","dclstoxi",1,1
"67644","gvavia",1,1
"67645","ini:»go",1,1
"67646","liariuo",1,1
"67647","daze",1,1
"67648","kiiuueü",1,1
"67649","i.rotnur-m-iaxr",1,1
"67650","htii,.i",1,1
"67651","omens",1,1
"67652","discoid",1,1
"67653","expei",1,1
"67654","iviicet",1,1
"67655","owa",1,1
"67656","i.-ns.il",1,1
"67657","rli'ils",1,1
"67658","bight",3,3
"67659","x:an",1,1
"67660","radorcr",1,1
"67661","loxe",1,1
"67662","jxiss",1,1
"67663","umtnie",1,1
"67664","struguie",1,1
"67665","fior",1,1
"67666","legends",4,4
"67667","iag",2,2
"67668","huslmud",1,1
"67669","jva",1,1
"67670","wliere",2,2
"67671","tnitli",1,1
"67672","cians",1,1
"67673","mvost",1,1
"67674","i,j,anj",1,1
"67675","woewnnml",1,1
"67676","camej",1,1
"67677","uj»on",1,1
"67678","i.lv",1,1
"67679","lavishing",1,1
"67680","mcmiclmel,meet",1,1
"67681","vîw",1,1
"67682","vlw.r",1,1
"67683","out-of-the-way",3,3
"67684","i]/umtlint",1,1
"67685","overture",3,1
"67686","simpli",1,1
"67687","mcmichacl",2,1
"67688","p-vtl.i",1,1
"67689","jtv",1,1
"67690","rbwerw",1,1
"67691","t'sh",1,1
"67692","r:s",1,1
"67693","k'iï&vz&x&sû",1,1
"67694","gaitlvii",1,1
"67695","cooler",1,1
"67696","lt.tish",1,1
"67697","dvith",1,1
"67698","msm",2,2
"67699","thiiiuyli",1,1
"67700","rloua",1,1
"67701","s'i",1,1
"67702","nderod",1,1
"67703","nohlenian",1,1
"67704","memiclmels",1,1
"67705","exnita",1,1
"67706","phila",1,1
"67707","thed",1,1
"67708","u,xm",1,1
"67709","pvhxes",1,1
"67710","delphia",1,1
"67711","sontetitinusly",1,1
"67712","bf""p",1,1
"67713","authentic,deeded",1,1
"67714","hiirh-bml",1,1
"67715","l,iy*terius",1,1
"67716","luvo",1,1
"67717","ujwm",1,1
"67718","tilt,jr",1,1
"67719","ilriiditi.rt",1,1
"67720","rtni",1,1
"67721","viidied",1,1
"67722","sielo'd",1,1
"67723","fiushion",1,1
"67724","coront",1,1
"67725","niric",1,1
"67726","te-iclu",1,1
"67727","ilcr",1,1
"67728","lnucl",1,1
"67729","v..is",1,1
"67730","skillfnllv",1,1
"67731","giaml",1,1
"67732","taui/ht",1,1
"67733","lxh*wfr",1,1
"67734","li,at",1,1
"67735","i,n,kwi",1,1
"67736","di-emii",1,1
"67737","ruch",3,3
"67738","mdermg",1,1
"67739","iuhtdel",1,1
"67740","pliin",1,1
"67741","horfiretwhen",1,1
"67742","ho,p",1,1
"67743","ilutl",1,1
"67744","manuvc-she",1,1
"67745","l.av",1,1
"67746","sohhors",1,1
"67747","faetthat",1,1
"67748","gnmrn",1,1
"67749","beeutiful",2,2
"67750","theomm",1,1
"67751","nnlnce",1,1
"67752","anothtr",1,1
"67753","ijird",1,1
"67754","p/n",1,1
"67755","lovliest",1,1
"67756","unemu",1,1
"67757","ci.l",1,1
"67758","ea*ier",1,1
"67759","b.-ch",1,1
"67760","mtcm.pt",1,1
"67761","c«.us:«le»nblo",1,1
"67762","hapely",1,1
"67763","lovlie.t",1,1
"67764","tr,a",1,1
"67765","tu,.d",1,1
"67766","ouh.de",1,1
"67767","wmtlow",1,1
"67768","hstenn",1,1
"67769","amuian",1,1
"67770","juiade",1,1
"67771","ofttod",1,1
"67772","be,iutiful",1,1
"67773","formito",1,1
"67774","nncu",1,1
"67775","nyomlliuid",1,1
"67776","suncoe",1,1
"67777","eomidt",1,1
"67778","t.ly",1,1
"67779","tost",7,7
"67780","muer",1,1
"67781","kow-n",1,1
"67782","apide",1,1
"67783","plotter",1,1
"67784","dismount",1,1
"67785","on/coutf",1,1
"67786","tiavo",1,1
"67787","tum",1,1
"67788","aiamiwntc",1,1
"67789","h.s",6,6
"67790","upo",1,1
"67791","sleuder",1,1
"67792","shuwujg",1,1
"67793","intorested",1,1
"67794","lusfre",1,1
"67795","fc.ee",1,1
"67796","a«ruat",1,1
"67797","tius",3,3
"67798","r.ou,ul",1,1
"67799","wfore",1,1
"67800","fording",3,3
"67801","pht",1,1
"67802","dlea",1,1
"67803","f,v?u",1,1
"67804","ii,a",1,1
"67805","carh",1,1
"67806","lt,we",1,1
"67807","mtceii",1,1
"67808","tfi",4,4
"67809","re«iion",1,1
"67810","hvl.ad",1,1
"67811","overnor",1,1
"67812","w»,râv",1,1
"67813","sss-ts",1,1
"67814","elpl",1,1
"67815","i*si",1,1
"67816","ii*i",1,1
"67817","gle",2,2
"67818","w;-s",1,1
"67819","cheere",1,1
"67820","tinging",2,2
"67821","pbu",1,1
"67822","ckr",1,1
"67823","forthcwaioflrtl",1,1
"67824","f],,were",1,1
"67825","odours",2,2
"67826","thsy",2,2
"67827","hhclivcwl",1,1
"67828","lokolx",1,1
"67829","ijo",1,1
"67830","clapped",1,1
"67831","htlle",1,1
"67832","jvirt-llcd",1,1
"67833","a]»proach",1,1
"67834","hca",2,2
"67835","tumbdone",1,1
"67836","sufiepl",1,1
"67837","wofunÿ",1,1
"67838","ttui",1,1
"67839","pre'ty",1,1
"67840","inisfnil",1,1
"67841","wr.s",1,1
"67842","lighted*her",1,1
"67843","elmstlv",1,1
"67844","rpe",1,1
"67845","conq",1,1
"67846","oser",1,1
"67847","uight",4,3
"67848","tiains",2,2
"67849","allistei",1,1
"67850","compositions",1,1
"67851","bewil",2,2
"67852","isicians",1,1
"67853","unhn",1,1
"67854","atoxl",1,1
"67855","itomzmliv",1,1
"67856","n.lvortl",1,1
"67857","tnscrucfn",1,1
"67858","ivcry",1,1
"67859","eulmmm",1,1
"67860","ilrui",1,1
"67861","ilnfoiut",1,1
"67862","i'nrthn",1,1
"67863","ye«r",1,1
"67864","t'ontm",1,1
"67865","r«-ii*onahle",1,1
"67866","partk-e",1,1
"67867","mlvviti",1,1
"67868","ilng",1,1
"67869","rxjw-te.l",1,1
"67870","orrvhpoieleiive",1,1
"67871","nolieitcil",1,1
"67872","orrvmpoihleiit",1,1
"67873","partkmlarly",1,1
"67874","requcsteil",1,1
"67875","ni'xleratr",1,1
"67876","rommimleatioiis",1,1
"67877","llazeii",1,1
"67878","hvc",2,2
"67879","hiiffal",1,1
"67880","lll'ull",1,1
"67881","oi'irx",1,1
"67882","materlml",1,1
"67883","t''l",1,1
"67884","ivserlpti-m",1,1
"67885","hiijh-ilor",1,1
"67886","lnitli",1,1
"67887","mw*x",1,1
"67888","kmitii",1,1
"67889","i'rnjcssio/ktl",1,1
"67890","it.hanky",1,1
"67891","xumm",1,1
"67892","markistkr",1,1
"67893","mliiv",1,1
"67894","suih-rlor",1,1
"67895","avlmi",1,1
"67896","iioctor",1,1
"67897","mkiwixk",1,1
"67898","l-tx.il",1,1
"67899","liiverslty",1,1
"67900","daldished",1,1
"67901","hinmelf",1,1
"67902","c'h",1,1
"67903","ipeau",1,1
"67904","rillaj",1,1
"67905","itati-mts",1,1
"67906","livi-ry",1,1
"67907","attvinlunre",1,1
"67908","mhai.ur",1,1
"67909","n""iai",1,1
"67910","hil.lic",1,1
"67911","rotunie'l",1,1
"67912","iii-i",1,1
"67913","ofliri",1,1
"67914","hn*u",1,1
"67915","wlin",3,3
"67916","nül",2,2
"67917","ura",5,5
"67918","fo'irtli",1,1
"67919","p,«rlage",1,1
"67920","hhnwvllle",2,2
"67921","fioimias",1,1
"67922","t»*r",1,1
"67923","siij.i",1,1
"67924","ofllee",1,1
"67925","kiirrirtti",1,1
"67926","ouït",1,1
"67927","vuiiv",1,1
"67928","yxiivvr",1,1
"67929","m.iiw",1,1
"67930","st.it",1,1
"67931","lll.l",1,1
"67932","itonkv",1,1
"67933","alivfhatf",1,1
"67934","coitukikmtlencc",1,1
"67935","ai,vo",1,1
"67936","iiarri.it»:r",1,1
"67937","tpu",1,1
"67938","onturi",1,1
"67939","aioiier",1,1
"67940","tider",1,1
"67941","ottnvi",1,1
"67942","limîhvr",1,1
"67943","aiiaerir.'iii",1,1
"67944","lletliod",1,1
"67945","dfovv",1,1
"67946","pistriet",1,1
"67947","havana",1,1
"67948","murdui",1,1
"67949","forkst",1,1
"67950","imrsi",1,1
"67951","i'lii'tur",1,1
"67952","avj..us",1,1
"67953","kveimtton",1,1
"67954","ii""is",1,1
"67955","utr",3,3
"67956","ipmntai",1,1
"67957","v,l",3,3
"67958","nrds",1,1
"67959","elles",1,1
"67960","telles",1,1
"67961","nlelies",1,1
"67962","hi-rall",1,1
"67963","xtook",1,1
"67964","sthkkt",1,1
"67965","firllemomtxt",1,1
"67966","m.iii'e",1,1
"67967","tiulming",1,1
"67968","ivmlimk",1,1
"67969","ülle",1,1
"67970","iilrl",1,1
"67971","buffnh",1,1
"67972","cith",1,1
"67973","shaves",1,1
"67974","maxi",3,3
"67975","faiti",1,1
"67976","ninths",1,1
"67977","uiys-tory",1,1
"67978","buate",1,1
"67979","i.tro",1,1
"67980","itarents",1,1
"67981","islydisap",1,1
"67982","keattbi-n",1,1
"67983","distactad",1,1
"67984","dialing",1,1
"67985","eidfd",1,1
"67986","uem",2,2
"67987","margueiite",1,1
"67988","miserly",2,2
"67989","fs'oiii",1,1
"67990","i)i",3,2
"67991","i-mlilu",1,1
"67992","cuubing-p",1,1
"67993","ll-idings",1,1
"67994","j.'somerville",2,2
"67995","jihv",1,1
"67996","siicd",1,1
"67997","atrnctu",1,1
"67998","f-n",1,1
"67999","iimp",1,1
"68000","koine",1,1
"68001","dette-tires",1,1
"68002","auent",1,1
"68003","tr«ced",1,1
"68004","uglit",1,1
"68005","toft",2,2
"68006","gistmte",1,1
"68007","hkttt.mtfl",1,1
"68008","wehb",1,1
"68009","themselree",1,1
"68010","fera",2,2
"68011","intercut",1,1
"68012","deelh",1,1
"68013","omlier",1,1
"68014","mbki",1,1
"68015","ook",4,4
"68016","tr.t",1,1
"68017","raomcbody",1,1
"68018","artsy",1,1
"68019","ayist",1,1
"68020","t»r-taken",1,1
"68021","fii,m",1,1
"68022","iwho",1,1
"68023","riiiladuli",1,1
"68024","rwt",3,3
"68025","oient",1,1
"68026","ijimu",1,1
"68027","qnrbn",1,1
"68028","a«nie",1,1
"68029","wrvink",1,1
"68030","lbn",1,1
"68031","itur",1,1
"68032","proctor",26,26
"68033","t»vo",1,1
"68034","barri",6,6
"68035","the-mangel",1,1
"68036","r.kntikmkn",1,1
"68037","deavored",1,1
"68038","compositors",3,1
"68039","holiua",1,1
"68040","ivei",1,1
"68041","jpgv",1,1
"68042","misprints",2,2
"68043","aiiiww",1,1
"68044","jtlus",1,1
"68045","imistvrou",1,1
"68046","sipially",1,1
"68047","wreath-iml",1,1
"68048","auec",1,1
"68049","redeem",2,2
