"","words","term.freq","doc.freq"
"8608","impetus",1,1
"8609","huma",1,1
"8610","dispoed",1,1
"8611","occupation",2,2
"8612","furtherance",1,1
"8613","siutations",2,2
"8614","described",9,9
"8615","pining",1,1
"8616","workhouses",2,2
"8617","consumption",6,5
"8618","birkbeckenglish",1,1
"8619","illinoia",1,1
"8620","presuming",2,2
"8621","queries",3,2
"8622","foresee",1,1
"8623","domestics",2,1
"8624","indentures",1,1
"8625","documents",7,5
"8626","acknowledging",1,1
"8627","incurred",5,5
"8628","incumbrance",1,1
"8629","luggage",3,2
"8630","supposing",3,2
"8631","flower",2,2
"8632","lbs",1,1
"8633","query",8,1
"8634","seventh",1,1
"8635","eighth",1,1
"8636","ninth",2,2
"8637","earthquakes",2,1
"8638","bradbury",1,1
"8639","score",1,1
"8640","elenventh",1,1
"8641","precaution",1,1
"8642","diseases",3,3
"8643","twelfth",2,2
"8644","ague",6,4
"8645","sickly",2,2
"8646","confirmation",3,3
"8647","temperature",1,1
"8648","salubrity",3,3
"8649","immeasurable",1,1
"8650","seconded",15,9
"8651","inclosure",1,1
"8652","visisted",3,2
"8653","noticing",1,1
"8654","subect",1,1
"8655","conclusion",7,6
"8656","deferring",1,1
"8657","convey",7,7
"8658","propriety",3,3
"8659","unsurveyed",1,1
"8660","venomous",1,1
"8661","reptiles",1,1
"8662","insects",1,1
"8663","teazing",1,1
"8664","plagues",1,1
"8665","conquered",2,2
"8666","zero",1,1
"8667","extremes",9,9
"8668","rare",2,2
"8669","occurence",1,1
"8670","bottoms",9,9
"8671","sluggish",2,2
"8672","catfish",1,1
"8673","sturgeons",1,1
"8674","comfortable",8,7
"8675","birkbeck.directed",1,1
"8676","batson's",1,1
"8677","hopethe",1,1
"8678","explains",2,2
"8679","proposes",3,3
"8680","inquiries",3,3
"8681","exchequer",7,5
"8682","outline",4,4
"8683","prorogation.(official",1,1
"8684","circular)downing",1,1
"8685","unconnected",2,2
"8686","unprovided",2,2
"8687","capiral",1,1
"8688","burdensome",2,2
"8689","confine",6,6
"8690","bodied",5,3
"8691","selecting",5,3
"8692","eligible.in",2,2
"8693","deposit",10,4
"8694","repaid",7,3
"8695","hereinafter",3,3
"8696","famly",1,1
"8697","victualled",2,2
"8698","colony.a",2,2
"8699","one-third",7,6
"8700","outset",3,3
"8701","expenceof",1,1
"8702","cease",6,4
"8703","remainer",1,1
"8704","location.if",2,2
"8705","redundancy",3,3
"8706","unite",3,3
"8707","above-mentioned",6,3
"8708","liverty",1,1
"8709","chargeable",2,2
"8710","country.but",2,2
"8711","proposin",1,1
"8712","work.it",2,2
"8713","apply",11,10
"8714","accompany",9,9
"8715","state.the",2,2
"8716","remitted",5,5
"8717","resided",10,10
"8718","holder",4,4
"8719","exceeding",4,4
"8720","clause",13,3
"8721","reservations–that",1,1
"8722","foreited",1,1
"8723","reservations",2,2
"8724","precious",3,3
"8725","corfu",1,1
"8726","ionian",1,1
"8727","rome",3,3
"8728","negotitate",1,1
"8729","concordat",1,1
"8730","romish",1,1
"8731","negotiation",2,2
"8732","effect.previously",1,1
"8733","deputation",5,4
"8734","parguinotes",1,1
"8735","ali",1,1
"8736","pacha",2,2
"8737","parga",1,1
"8738","agreeably",3,3
"8739","stipulation",3,3
"8740","fills",1,1
"8741","interim",3,3
"8742","governor.advices",1,1
"8743","demerara",5,4
"8744","guiana",1,1
"8745","chronicle",5,5
"8746","rangers",2,2
"8747","smelt",1,1
"8748","diadem",1,1
"8749","allotted",2,2
"8750","support.we",1,1
"8751","idem",1,1
"8752","redman",1,1
"8753","domingo",1,1
"8754","posted",1,1
"8755","l.we",1,1
"8756","subjoin",1,1
"8757","reformer:from",1,1
"8758","famed",1,1
"8759","champion",1,1
"8760","debut",1,1
"8761","landowners",1,1
"8762","stamp",1,1
"8763","lucubrations",1,1
"8764","assertions",3,3
"8765","facts–a",1,1
"8766","wove",1,1
"8767","sophistry",2,2
"8768","beguile",0,0
"8769","superficial",1,1
"8770","reader",1,1
"8771","egregious",1,1
"8772","speciousness",1,1
"8773","dissent",3,2
"8774","reformer",1,1
"8775","intrusive",1,1
"8776","refutation",1,1
"8777","exposure",5,5
"8778","absurdities",1,1
"8779","exalting",1,1
"8780","imputations",1,1
"8781","reaped",1,1
"8782","doubtless",3,3
"8783","checked",2,2
"8784","society.the",1,1
"8785","distribution",2,2
"8786","queen's",1,1
"8787","ditto–head-quarters",4,1
"8788","christopher's",2,2
"8789","montserrat",1,1
"8790","vincent's",3,2
"8791","lucia",2,1
"8792","fusileers)–barbadoes",1,1
"8793","regiment–head-quarters",1,1
"8794","country.(official",1,1
"8795","circular.)downing-street",1,1
"8796","ahove",1,1
"8797","remainder",7,6
"8798","proposing",2,2
"8799","reservations*–that",1,1
"8800","forfeited",1,1
"8801","abandone",1,1
"8802","cultivator",1,1
"8803","colony.there",1,1
"8804","africa",14,11
"8805","algoa",5,5
"8806","catherine's",1,1
"8807","knysua",1,1
"8808","saldanha",2,2
"8809","brazils",2,2
"8810","renders",3,3
"8811","anticipation",1,1
"8812","interested",6,6
"8813","intelligencethe",2,2
"8814","received.information",1,1
"8815","country-people",1,1
"8816","returning",5,5
"8817","attacks",4,4
"8818","come.letters",1,1
"8819","via",1,1
"8820","convict-ships",1,1
"8821","marley",1,1
"8822","mario",1,1
"8823","isabella",2,2
"8824","intermediate",1,1
"8825","port.extract",1,1
"8826","solemnly",1,1
"8827","drugging",1,1
"8828","calaba",1,1
"8829","collective.montreal",1,1
"8830","mostly",9,9
"8831","rouge",1,1
"8832","before-mentioned",1,1
"8833","milder",1,1
"8834","populous",4,4
"8835","plications",1,1
"8836","referred",8,7
"8837","to:–downing",1,1
"8838","sir–in",1,1
"8839","inctly",1,1
"8840","specifies",1,1
"8841","governance.with",1,1
"8842","practical",5,4
"8843","spot.the",2,2
"8844","allotting",1,1
"8845","implements",5,5
"8846","debarred",1,1
"8847","derte",1,1
"8848","purchasing",2,2
"8849","ception.the",1,1
"8850","ceed",1,1
"8851","colony.in",1,1
"8852","pecaniary",1,1
"8853","directios",1,1
"8854","ensure",2,2
"8855","intelligencefire",1,1
"8856","newfoundlandwe",1,1
"8857","calamitous",4,3
"8858","critchelly",1,1
"8859","arriv",1,1
"8860","carbonear",1,1
"8861","uninhabited",2,2
"8862","inflammable",1,1
"8863","roofs",2,2
"8864","milies",1,1
"8865","consumed",3,3
"8866","warehouses.we",1,1
"8867","conder",1,1
"8868","tracy's",1,1
"8869","baine",1,1
"8870","co.'s.cape",1,1
"8871","hopeat",1,1
"8872","tilities",1,1
"8873","anew",1,1
"8874","considerable.cape",1,1
"8875","borders",3,3
"8876","graham's",3,2
"8877","fiel",1,1
"8878","boors",3,2
"8879","inrol",1,1
"8880","enemy.cape",1,1
"8881","wilshire",1,1
"8882","pursue",5,3
"8883","appointed.jamaica",1,1
"8884","sad",2,2
"8885","fugitive",1,1
"8886","marsha",1,1
"8887","blas",1,1
"8888","porto",3,2
"8889","bello",2,1
"8890","andreas",1,1
"8891","leap",2,2
"8892","promulgated",2,2
"8893","betrayed",1,1
"8894","retake",1,1
"8895","rio",6,3
"8896","janeiro",5,3
"8897","litna",1,1
"8898","andromache",2,2
"8899","shirreff",1,1
"8900","cochrane's",1,1
"8901","seas",6,5
"8902","resorted",3,3
"8903","undue",2,2
"8904","blackwood's",1,1
"8905","magazine.)the",1,1
"8906","thin",3,3
"8907","surplus",5,5
"8908","birth",4,3
"8909","divert",2,2
"8910","convince",4,4
"8911","forefathers.the",1,1
"8912","question.the",1,1
"8913","agreedable",1,1
"8914","intensely",1,1
"8915","rainy",1,1
"8916","stormy",4,3
"8917","fires",6,4
"8918","indolent",2,1
"8919","unheathliness",1,1
"8920","artificial",2,2
"8921","tanks",1,1
"8922","reservoirs",2,2
"8923","irrigation",1,1
"8924","wells",3,2
"8925","vegetation",1,1
"8926","ensues",1,1
"8927","digging",1,1
"8928","swollen",1,1
"8929","torrents",2,2
"8930","eels",1,1
"8931","turtle",2,2
"8932","seas.there",1,1
"8933","taxus",1,1
"8934","elongatus",1,1
"8935","diameter",4,3
"8936","iron-wood",1,1
"8937","straight",1,1
"8938","hassayni",1,1
"8939","tree...the",1,1
"8940","constantia",1,1
"8941","wine",7,4
"8942","wines",3,1
"8943","fairly",4,3
"8944","augured",1,1
"8945","heretofore",4,3
"8946","mattered",1,1
"8947","sour",1,1
"8948","decayed",1,1
"8949","unripe",1,1
"8950","stalks",3,2
"8951","leaves",6,5
"8952","promiscuously",1,1
"8953","wine-press",1,1
"8954","seasoning",1,1
"8955","brimstone",1,1
"8956","brandy",4,4
"8957","contributed",3,3
"8958","deteriorate",1,1
"8959","madeira",5,2
"8960","trifling",6,5
"8961","affixed",1,1
"8962","introducing",1,1
"8963","home-made",1,1
"8964","equitable",1,1
"8965","decidely",2,2
"8966","unalterably",1,1
"8967","bides",1,1
"8968","whale",16,7
"8969","bone",1,1
"8970","soap",1,1
"8971","candles",1,1
"8972","aloes",1,1
"8973","prosperit",1,1
"8974","despotism",1,1
"8975","contituted",1,1
"8976","purest",1,1
"8977","needs",3,3
"8978","annuls",1,1
"8979","inserts",1,1
"8980","adviser",1,1
"8981","extend",7,7
"8982","rescinded",1,1
"8983","obscured",1,1
"8984","edicts",1,1
"8985","laterly",1,1
"8986","foribus",1,1
"8987","clausis",1,1
"8988","presides",1,1
"8989","checks",2,2
"8990","governor.the",1,1
"8991","groan",2,2
"8992","painfully",1,1
"8993","parliamentary",6,5
"8994","grant.noting",1,1
"8995","bedd",1,1
"8996","vansittuart's",1,1
"8997","downing",2,2
"8998","reaching",4,4
"8999","kindred",2,2
"9000","allay",1,1
"9001","sorrowing",1,1
"9002","recollection",2,2
"9003","pastor",5,3
"9004","veneration",1,1
"9005","attach",1,1
"9006","him.it",2,2
"9007","outselves",1,1
"9008","sober",3,2
"9009","steady",4,4
"9010","vicious",1,1
"9011","safer",1,1
"9012","reward.during",1,1
"9013","cook",3,3
"9014","beremember",1,1
"9015","manufactory",1,1
"9016","lest",1,1
"9017","cheaply",1,1
"9018","clad",1,1
"9019","soft",2,2
"9020","warmth",3,3
"9021","colder",2,2
"9022","mattress",1,1
"9023","coverlet.there",1,1
"9024","intimately",1,1
"9025","credence",1,1
"9026","introduce",7,6
"9027","stubbornly",1,1
"9028","luxurious",1,1
"9029","unparalleled",2,2
"9030","shown",3,3
"9031","barbarities",3,3
"9032","encouraged",3,3
"9033","perpetration",1,1
"9034","inhumanities",1,1
"9035","thorough",9,9
"9036","attainments",1,1
"9037","thewe",1,1
"9038","hints",2,2
"9039","furnishing",3,3
"9040","chanceller",1,1
"9041","americe",1,1
"9042","discouraging",3,3
"9043","components",1,1
"9044","concentrate",1,1
"9045","circular.)the",1,1
"9046","lists",3,2
"9047","batburst",1,1
"9048","accepts",1,1
"9049","mde",1,1
"9050","conformity",1,1
"9051","government.i",1,1
"9052","absolutely",3,3
"9053","correctly",3,3
"9054","erroneous",5,5
"9055","made.i",1,1
"9056","servant(signed)henry",1,1
"9057","goulburn.p.s",1,1
"9058","pensioners",3,3
"9059","specifying",3,2
"9060","designation",2,2
"9061","allowances",1,1
"9062","colony.these",1,1
"9063","guidance",4,4
"9064","receipt",2,2
"9065","allowances.in",1,1
"9066","cubic",1,1
"9067","family.the",1,1
"9068","follows:return",1,1
"9069","payable",6,5
"9070","intelligenceletters",1,1
"9071","letlets",1,1
"9072","unhealthy.the",1,1
"9073","skeletons",1,1
"9074","others.a",1,1
"9075","counter",2,2
"9076","complain",2,2
"9077","licentiousness",2,2
"9078","island.(from",1,1
"9079","panama",1,1
"9080","cochran",1,1
"9081","callao",2,2
"9082","guayaquil",1,1
"9083","chili",3,3
"9084","forthnight",1,1
"9085","carthagena",4,2
"9086","santa",4,1
"9087","bolivar",4,2
"9088","murillo's",1,1
"9089","advances",1,1
"9090","aide-de",1,1
"9091","venezuelian",1,1
"9092","honda",1,1
"9093","samana",1,1
"9094","captain-general",2,2
"9095","ramirez",1,1
"9096","bolivar's",1,1
"9097","mempaz[?].there",1,1
"9098","settlers.a",1,1
"9099","shock",6,5
"9100","second[?].madras",1,1
"9101","gratifying",7,7
"9102","asserghur",1,1
"9103","wait",3,3
"9104","details.madras",1,1
"9105","duncan",5,3
"9106","lang's",2,2
"9107","funeral",1,1
"9108","duncan's",4,2
"9109","mroe",1,1
"9110","remembrance",1,1
"9111","respected.calcutta",1,1
"9112","stamford",2,2
"9113","raffles",2,1
"9114","sultan",3,3
"9115","jahore",2,1
"9116","tomangong",1,1
"9117","sincapore",1,1
"9118","residency",1,1
"9119","furqubar",1,1
"9120","captial",1,1
"9121","congratulate",1,1
"9122","flying",6,6
"9123","penang",1,1
"9124","malacca",1,1
"9125","bataxian",1,1
"9126","competitors.cape",1,1
"9127","colonising",1,1
"9128","incursions",2,2
"9129","incidentally",1,1
"9130","market.maritime",1,1
"9131","intelligencefriday",1,1
"9132","martial",1,1
"9133","adjournment",2,2
"9134","concealment",1,1
"9135","phaeton",2,1
"9136","dillon",1,1
"9137","geary",3,2
"9138","afternnoon",1,1
"9139","mon",1,1
"9140","reprimanded.letters",1,1
"9141","receivedon",1,1
"9142","burden",7,6
"9143","shipley",2,2
"9144","intelligencespanish",1,1
"9145","jamaica–august",1,1
"9146","voyages",3,3
"9147","serapis",1,1
"9148","roofed",1,1
"9149","humanely",1,1
"9150","scattered",1,1
"9151","relatives",4,4
"9152","sparrow",1,1
"9153","adjt.-general",1,1
"9154","rowe",3,1
"9155","son-in-law",1,1
"9156","paymaster",4,1
"9157","montgomery",6,2
"9158","survived",3,3
"9159","assistant",3,3
"9160","surgeon",8,7
"9161","in-law",1,1
"9162","richardson",1,1
"9163","adjutant",4,3
"9164","lyon",4,2
"9165","misses",4,3
"9166","lieuts",1,1
"9167","mackie",1,1
"9168","turner",1,1
"9169","baxter",1,1
"9170","quarter-master",1,1
"9171","baxter[?].the",1,1
"9172","confined",8,7
"9173","stretching",1,1
"9174","midland",2,2
"9175","ottawa",2,2
"9176","contact",4,3
"9177","louisiana",2,2
"9178","invectives",1,1
"9179","country.letters",1,1
"9180","mogadoru",2,1
"9181","plague",2,2
"9182","moors",1,1
"9183","pestilence",1,1
"9184","renew",2,2
"9185","observer",4,4
"9186","godalming",1,1
"9187","handed",3,2
"9188","rage",1,1
"9189","justified",1,1
"9190","contents",2,2
"9191","clusions",1,1
"9192","patterns",2,2
"9193","belles",1,1
"9194","fasions",1,1
"9195","influx",3,3
"9196","visitors",11,3
"9197","complying",1,1
"9198","shrink",1,1
"9199","responsibility",2,2
"9200","disguise",3,2
"9201","anticipating",3,2
"9202","failures",2,2
"9203","unpardonable",1,1
"9204","thoughtlessly",1,1
"9205","dissipated",1,1
"9206","fatiguing",1,1
"9207","sunk",2,2
"9208","apathy",1,1
"9209","listless",1,1
"9210","trades",3,3
"9211","journeymen",2,2
"9212","well.with",1,1
"9213","regards",3,3
"9214","recall",1,1
"9215","joked",1,1
"9216","doubted",3,3
"9217","foresaw",1,1
"9218","start",1,1
"9219","millinery",1,1
"9220","dress-making",1,1
"9221","childbed",1,1
"9222","exactly",2,2
"9223","attractive",1,1
"9224","titled",3,3
"9225","london'&c",1,1
"9226","afloat",9,9
"9227","obscurity",1,1
"9228","bricklayer",1,1
"9229","builder",3,3
"9230","row",2,2
"9231","jobs",1,1
"9232","description.of",1,1
"9233","fiften",2,2
"9234","godalmbing",1,1
"9235","proud",3,3
"9236","capitals–but",1,1
"9237","myself–and",1,1
"9238","husbanding",1,1
"9239","resources",8,6
"9240","abstaining",1,1
"9241","successed",1,1
"9242","laying",2,2
"9243","happiness.we",1,1
"9244","time?other",1,1
"9245","roughness",1,1
"9246","hospitable",1,1
"9247","thwart",1,1
"9248","humours",1,1
"9249","states–to",1,1
"9250","storekeeping",1,1
"9251","nearer",2,2
"9252","repentance",1,1
"9253","birkbeck's",11,3
"9254","arks",1,1
"9255","birk",2,2
"9256","beck's",1,1
"9257","howeverwill",1,1
"9258","overcome",2,2
"9259","fireside",2,2
"9260","consciousness",1,1
"9261","yourself",5,3
"9262","counterbalanced",1,1
"9263","castant",1,1
"9264","visitation",1,1
"9265","tax-gathered",1,1
"9266","increases",1,1
"9267","civilisation",2,2
"9268","assuance",1,1
"9269","attained.as",1,1
"9270","hav",1,1
"9271","uthe",1,1
"9272","canada.about",1,1
"9273","paisley",10,3
"9274","cheering",5,5
"9275","felicities",1,1
"9276","companion",3,3
"9277","exult",1,1
"9278","narrations",1,1
"9279","ardour",1,1
"9280","imploring",1,1
"9281","donation",1,1
"9282","attending",3,3
"9283","supplications",1,1
"9284","depute",1,1
"9285","memorialized",1,1
"9286","reception",4,4
"9287","kindness",5,4
"9288","subscribe",1,1
"9289","rejected",3,2
"9290","despairing",1,1
"9291","proposition",4,4
"9292","fiercer",1,1
"9293","radicals",2,2
"9294","spleen",1,1
"9295","jeering",2,2
"9296","deprecating",1,1
"9297","farce",1,1
"9298","unanimity",3,3
"9299","querulous",1,1
"9300","italy",1,1
"9301","hotter",1,1
"9302","coller",1,1
"9303","fruitful",1,1
"9304","constitutions",2,2
"9305","longevity",1,1
"9306","fuel",3,3
"9307","snows",1,1
"9308","intense",3,3
"9309","fortitude.(from",1,1
"9310","lavaysse's",1,1
"9311","margaritta",1,1
"9312","published.)stedman",1,1
"9313","flagged",1,1
"9314","townhouse",1,1
"9315","signs",1,1
"9316","commiseration",1,1
"9317","sigh",1,1
"9318","hang",2,2
"9319","hangman",2,1
"9320","tying",1,1
"9321","cord",11,10
"9322","neck",27,12
"9323","launch",1,1
"9324","eternity",1,1
"9325","steadfastly",1,1
"9326","smile",1,1
"9327","stedman",1,1
"9328","injustice",1,1
"9329","intrepidity",4,4
"9330","gibbet",2,2
"9331","ribs",1,1
"9332","incisions",1,1
"9333","hook",1,1
"9334","hanging",2,2
"9335","licking",6,4
"9336","drops",1,1
"9337","rained",1,1
"9338","gallows",1,1
"9339","cried",1,1
"9340","reproached",1,1
"9341","courage",2,2
"9342","behave",1,1
"9343","sentry",1,1
"9344","brains",1,1
"9345","butt",1,1
"9346","musquet",1,1
"9347","narrator",1,1
"9348","legs",1,1
"9349","nail",2,1
"9350","complaining",3,3
"9351","executioners",1,1
"9352","monster",1,1
"9353","bepoisoned",1,1
"9354","kick",1,1
"9355","settlementa",1,1
"9356","author's",2,2
"9357","helped",1,1
"9358","misquotation",1,1
"9359","misconstruction",1,1
"9360","sarcasm",1,1
"9361","caustic",1,1
"9362","controversist",1,1
"9363","wallow",1,1
"9364","mire",1,1
"9365","pushing",2,2
"9366","richly",2,2
"9367","accomodations",1,1
"9368","convenienes",1,1
"9369","shewing",1,1
"9370","accommodated",1,1
"9371","captious",1,1
"9372","trying",2,2
"9373","forgetting",1,1
"9374","don't",1,1
"9375","sabine",1,1
"9376","spoliation",1,1
"9377","evidently",1,1
"9378","census",6,6
"9379","hint",1,1
"9380","scouring",1,1
"9381","boarding-schools",1,1
"9382","assortment",2,2
"9383","market.the",1,1
"9384","interest.english",1,1
"9385","countrymen–for",1,1
"9386","settlement.my",1,1
"9387","reasoning",3,3
"9388","grounded",1,1
"9389","elapsed",1,1
"9390","opinnions",1,1
"9391","test",1,1
"9392","delightful",2,2
"9393","abode",2,2
"9394","belayed",1,1
"9395","prospects.this",1,1
"9396","unusual",2,2
"9397","fencing",1,1
"9398","hogs",4,3
"9399","indivi",1,1
"9400","duals",1,1
"9401","settlement.with",1,1
"9402","capitalist",2,1
"9403","undecided",1,1
"9404","freeholds",1,1
"9405","cabins",2,2
"9406","squandered",1,1
"9407","highr",1,1
"9408","depressed",1,1
"9409","betry",1,1
"9410","arrogance",1,1
"9411","independence.in",1,1
"9412","delays",1,1
"9413","inseparable",1,1
"9414","undertakings",1,1
"9415","preparatory",4,4
"9416","debtor-side",1,1
"9417","courtlord",1,1
"9418","provost",10,4
"9419","manderston",1,1
"9420","boswell",1,1
"9421","queensberry",4,2
"9422","hospital",21,5
"9423","examine",3,3
"9424","treasurer's",2,2
"9425","next.mr",1,1
"9426","witham",1,1
"9427","junior",3,2
"9428","observations",5,4
"9429","vote",7,7
"9430","thanks",10,6
"9431","expressing",3,2
"9432","institution",10,3
"9433","welfare",5,4
"9434","patients",3,1
"9435","matron",1,1
"9436","existed",10,8
"9437","entitle",2,2
"9438","internal",4,4
"9439","wards",3,3
"9440","resulted",1,1
"9441","hospitals",9,3
"9442","governed",2,2
"9443","trusted",4,4
"9444","to.–he",1,1
"9445","crave",1,1
"9446","touching",3,3
"9447","insinuating",1,1
"9448","city's",1,1
"9449","ale",1,1
"9450","calculation",5,5
"9451","withholding",5,4
"9452","invalid",1,1
"9453","inte",1,1
"9454","restricted",1,1
"9455","tax–which",1,1
"9456","government–is",1,1
"9457","suggesting",1,1
"9458","lend",1,1
"9459","decline",3,2
"9460","interest.mr",1,1
"9461","alex",1,1
"9462","cruishank",1,1
"9463","motioncol",1,1
"9464","crichton",2,1
"9465","workmen",4,4
"9466","eminence",2,2
"9467","scotsman",2,2
"9468","pattern",1,1
"9469","nursery",3,3
"9470","skilfull",1,1
"9471","practitioners",1,1
"9472","hospi",1,1
"9473","tal",1,1
"9474","inscriptions",1,1
"9475","outside",6,5
"9476","christain",1,1
"9477","doctrines",3,2
"9478","inculcated",1,1
"9479","treatement",1,1
"9480","imputing",1,1
"9481","tanking",1,1
"9482","quibbling",1,1
"9483","contemptible",1,1
"9484","wigham's.lord",1,1
